epoch       recall      precision   f1_score    train_loss  val_loss    lr          
36          0.459369    0.478307    0.468647    2.061829    2.263072    0.007938    
37          0.464664    0.479695    0.472060    2.032882    2.261600    0.007869    
38          0.464898    0.490860    0.477526    2.018287    2.247972    0.007800    
39          0.467555    0.485997    0.476598    1.997550    2.249195    0.007731    
40          0.464047    0.479450    0.471622    1.979160    2.263984    0.007663    
41          0.465158    0.483446    0.474125    1.950044    2.239228    0.007594    
42          0.460401    0.476803    0.468458    1.928259    2.265907    0.007525    
43          0.463666    0.490069    0.476502    1.906657    2.247850    0.007456    
44          0.469735    0.482620    0.476091    1.879302    2.248329    0.007388    
45          0.476453    0.487713    0.482017    1.857866    2.225828    0.007319    
46          0.465041    0.481618    0.473184    1.843021    2.268094    0.007250    
47          0.475463    0.496364    0.485689    1.819511    2.236772    0.007181    
48          0.466531    0.472943    0.469715    1.794856    2.266388    0.007112    
49          0.471513    0.491650    0.481371    1.782906    2.245339    0.007044    
50          0.472931    0.490829    0.481714    1.772182    2.240096    0.006975    
51          0.473417    0.492096    0.482576    1.746881    2.214283    0.006906    
52          0.468673    0.491308    0.479724    1.727952    2.248510    0.006838    
53          0.469000    0.486054    0.477375    1.709018    2.288898    0.006769    
54          0.476086    0.493248    0.484515    1.689157    2.242091    0.006700    
55          0.471507    0.488047    0.479634    1.677222    2.261550    0.006631    
56          0.468297    0.486634    0.477289    1.649507    2.250962    0.006562    
57          0.472535    0.488689    0.480477    1.642056    2.277982    0.006494    
58          0.470430    0.488585    0.479336    1.623853    2.282744    0.006425    
59          0.472864    0.488937    0.480766    1.601203    2.270991    0.006356    
60          0.477374    0.496121    0.486567    1.590535    2.273863    0.006288    
61          0.463472    0.482698    0.472890    1.577790    2.324972    0.006219    
62          0.479095    0.495610    0.487213    1.557357    2.269852    0.006150    
63          0.470633    0.482480    0.476483    1.539283    2.300127    0.006081    
64          0.471084    0.489717    0.480220    1.524451    2.286499    0.006013    
65          0.474955    0.480715    0.477818    1.504431    2.287393    0.005944    
66          0.469349    0.482712    0.475937    1.485606    2.303609    0.005875    
67          0.472479    0.494185    0.483088    1.470203    2.325429    0.005806    
68          0.474943    0.490696    0.482691    1.457088    2.316806    0.005737    
69          0.473687    0.490028    0.481719    1.448669    2.333950    0.005669    
70          0.469543    0.486584    0.477912    1.429408    2.343671    0.005600    
71          0.462211    0.475922    0.468966    1.413812    2.378436    0.005531    
72          0.479582    0.488180    0.483843    1.395448    2.330942    0.005463    
73          0.468247    0.487974    0.477907    1.384860    2.397448    0.005394    
74          0.468538    0.483575    0.475938    1.377562    2.368535    0.005325    
75          0.478157    0.485812    0.481954    1.355384    2.358886    0.005256    
76          0.472190    0.487098    0.479528    1.343042    2.348493    0.005188    
77          0.471226    0.483593    0.477329    1.327803    2.395190    0.005119    
78          0.476444    0.488401    0.482349    1.311161    2.381751    0.005050    
79          0.472379    0.483132    0.477695    1.301470    2.397944    0.004981    
80          0.477128    0.492323    0.484606    1.281781    2.398602    0.004913    
81          0.474294    0.483720    0.478961    1.271964    2.389510    0.004844    
82          0.466555    0.478761    0.472579    1.257253    2.408865    0.004775    
83          0.477083    0.486992    0.481987    1.248043    2.445004    0.004706    
84          0.476027    0.488111    0.481993    1.234445    2.437503    0.004638    
85          0.472865    0.484151    0.478442    1.221263    2.445325    0.004569    
86          0.479152    0.486821    0.482956    1.209110    2.422938    0.004500    
87          0.477970    0.488335    0.483097    1.189266    2.445882    0.004431    
88          0.477619    0.490740    0.484090    1.181098    2.451713    0.004363    
89          0.471374    0.480435    0.475861    1.171492    2.474860    0.004294    
90          0.476515    0.481473    0.478981    1.154520    2.457674    0.004225    
91          0.471613    0.483595    0.477529    1.142967    2.477139    0.004156    
92          0.481305    0.486907    0.484090    1.130327    2.470627    0.004088    
93          0.475016    0.486493    0.480686    1.119731    2.488891    0.004019    
94          0.472621    0.478937    0.475758    1.109354    2.495767    0.003950    
95          0.470200    0.477869    0.474003    1.095821    2.530085    0.003881    
96          0.470641    0.479136    0.474851    1.081785    2.536470    0.003813    
97          0.468988    0.478333    0.473614    1.076207    2.525155    0.003744    
98          0.476766    0.486582    0.481624    1.056140    2.547703    0.003675    
99          0.474011    0.480703    0.477334    1.047411    2.541971    0.003606    
100         0.473707    0.480374    0.477017    1.033801    2.551031    0.003537    
101         0.473770    0.482117    0.477907    1.030190    2.547470    0.003469    
102         0.467957    0.478404    0.473123    1.019569    2.537615    0.003400    
103         0.473403    0.479692    0.476526    1.009734    2.549159    0.003331    
104         0.471141    0.478261    0.474674    0.994624    2.581310    0.003262    
105         0.469857    0.475778    0.472799    0.985700    2.571456    0.003194    
106         0.472696    0.478654    0.475656    0.974752    2.570447    0.003125    
107         0.473982    0.476797    0.475385    0.968840    2.571977    0.003056    
108         0.470006    0.475088    0.472534    0.955671    2.568070    0.002987    
109         0.471013    0.476862    0.473919    0.947011    2.590096    0.002919    
110         0.467379    0.472977    0.470161    0.940561    2.620447    0.002850    
111         0.470484    0.477597    0.474014    0.929214    2.604745    0.002781    
112         0.468251    0.471722    0.469980    0.923567    2.619086    0.002712    
113         0.464885    0.472683    0.468751    0.912862    2.607772    0.002644    
114         0.472887    0.477015    0.474942    0.904843    2.634953    0.002575    
115         0.465725    0.472332    0.469006    0.896680    2.642553    0.002506    
116         0.475387    0.479801    0.477584    0.887528    2.630922    0.002438    
117         0.473209    0.477100    0.475147    0.882904    2.639089    0.002369    
118         0.465078    0.469961    0.467507    0.876332    2.645298    0.002300    
119         0.474465    0.479961    0.477198    0.868198    2.625935    0.002231    
120         0.469763    0.473203    0.471477    0.861107    2.633580    0.002163    
121         0.472869    0.473527    0.473198    0.854239    2.645496    0.002094    
122         0.469712    0.474280    0.471985    0.850485    2.657978    0.002025    
