epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.006468    0.052582    0.011519    5.373050    5.345747    0.000010    
2           0.061902    0.120625    0.081818    4.949864    4.606113    0.002008    
3           0.114675    0.130499    0.122076    4.515277    4.198954    0.004006    
4           0.155383    0.158125    0.156742    4.221477    3.886818    0.006004    
5           0.196621    0.215057    0.205426    3.962159    3.609230    0.008002    
6           0.222345    0.242486    0.231979    3.774635    3.481132    0.010000    
7           0.241985    0.265026    0.252982    3.571773    3.359215    0.009931    
8           0.264682    0.274416    0.269461    3.432386    3.195758    0.009863    
9           0.290496    0.314381    0.301967    3.304245    3.105901    0.009794    
10          0.312668    0.334620    0.323272    3.201495    3.006382    0.009725    
11          0.323157    0.341085    0.331879    3.101398    2.922945    0.009656    
12          0.344460    0.366698    0.355231    2.998602    2.815667    0.009588    
13          0.354963    0.374299    0.364375    2.913861    2.790922    0.009519    
14          0.366637    0.380998    0.373679    2.837766    2.687746    0.009450    
15          0.378188    0.401870    0.389670    2.776350    2.638145    0.009381    
16          0.383080    0.412888    0.397426    2.714006    2.645782    0.009312    
17          0.392572    0.406033    0.399189    2.660608    2.585340    0.009244    
18          0.400935    0.419576    0.410044    2.601794    2.547356    0.009175    
19          0.408539    0.431233    0.419579    2.557060    2.503497    0.009106    
20          0.416067    0.436606    0.426089    2.503569    2.475339    0.009038    
21          0.418563    0.442010    0.429967    2.467019    2.472200    0.008969    
22          0.412408    0.428247    0.420178    2.420274    2.470364    0.008900    
23          0.431437    0.448028    0.439576    2.388260    2.404721    0.008831    
24          0.436588    0.448262    0.442348    2.350550    2.356878    0.008762    
25          0.432601    0.452622    0.442385    2.312601    2.395541    0.008694    
26          0.430079    0.454598    0.441999    2.284712    2.394734    0.008625    
27          0.442128    0.461490    0.451602    2.254710    2.362240    0.008556    
28          0.445710    0.462262    0.453835    2.227947    2.329037    0.008488    
29          0.439186    0.464556    0.451515    2.198473    2.361622    0.008419    
30          0.442191    0.459195    0.450533    2.183782    2.363044    0.008350    
31          0.454195    0.469408    0.461676    2.152069    2.306257    0.008281    
32          0.459962    0.477285    0.468463    2.116855    2.311883    0.008212    
33          0.457788    0.472593    0.465073    2.104595    2.309197    0.008144    
34          0.449198    0.466520    0.457695    2.082611    2.323859    0.008075    
35          0.454215    0.463156    0.458642    2.051216    2.311763    0.008006    
36          0.450465    0.463969    0.457117    2.032871    2.334396    0.007938    
37          0.455169    0.466927    0.460973    2.007233    2.313397    0.007869    
38          0.450512    0.462257    0.456309    1.997967    2.326926    0.007800    
39          0.460878    0.478437    0.469493    1.985240    2.305683    0.007731    
40          0.458219    0.472955    0.465471    1.947083    2.314361    0.007663    
41          0.463595    0.475975    0.469703    1.933603    2.311829    0.007594    
42          0.456898    0.476756    0.466616    1.907325    2.327930    0.007525    
43          0.456200    0.471740    0.463840    1.894002    2.341627    0.007456    
44          0.460195    0.475893    0.467912    1.877089    2.322072    0.007388    
45          0.453784    0.470930    0.462198    1.862604    2.351320    0.007319    
46          0.464619    0.477316    0.470882    1.844309    2.315099    0.007250    
47          0.469388    0.484766    0.476953    1.826675    2.294339    0.007181    
48          0.458094    0.481185    0.469356    1.812676    2.341844    0.007112    
49          0.458977    0.472687    0.465731    1.794854    2.332560    0.007044    
50          0.466539    0.481474    0.473889    1.780704    2.318545    0.006975    
51          0.456216    0.475797    0.465801    1.761941    2.353837    0.006906    
52          0.459506    0.473603    0.466448    1.743718    2.360915    0.006838    
53          0.459090    0.480907    0.469745    1.731483    2.374710    0.006769    
54          0.457260    0.469549    0.463323    1.725146    2.361090    0.006700    
55          0.457662    0.471653    0.464552    1.706492    2.345006    0.006631    
56          0.454790    0.472041    0.463255    1.689178    2.363414    0.006562    
57          0.461461    0.474062    0.467677    1.676226    2.347976    0.006494    
58          0.458164    0.476639    0.467219    1.664120    2.397652    0.006425    
59          0.459735    0.479606    0.469460    1.649647    2.390220    0.006356    
60          0.457693    0.473854    0.465633    1.633210    2.374518    0.006288    
61          0.452004    0.470623    0.461125    1.622500    2.410219    0.006219    
62          0.458347    0.470603    0.464394    1.605426    2.411549    0.006150    
63          0.460077    0.470274    0.465119    1.587954    2.399270    0.006081    
64          0.457551    0.469668    0.463531    1.583578    2.423185    0.006013    
65          0.457003    0.472147    0.464451    1.565771    2.401245    0.005944    
66          0.456305    0.467978    0.462068    1.557621    2.420061    0.005875    
67          0.458157    0.471016    0.464498    1.543730    2.423799    0.005806    
68          0.456247    0.471850    0.463918    1.533340    2.423531    0.005737    
69          0.460336    0.476509    0.468283    1.526210    2.425043    0.005669    
70          0.465754    0.479172    0.472367    1.505495    2.384926    0.005600    
71          0.457328    0.465641    0.461447    1.493633    2.451911    0.005531    
72          0.461358    0.470485    0.465877    1.485667    2.443049    0.005463    
73          0.457798    0.469486    0.463568    1.471910    2.447064    0.005394    
74          0.457854    0.477281    0.467366    1.457796    2.443616    0.005325    
75          0.456120    0.466661    0.461330    1.447304    2.461865    0.005256    
76          0.456712    0.467949    0.462262    1.435392    2.469644    0.005188    
77          0.453391    0.467530    0.460352    1.422379    2.485426    0.005119    
