epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.008439    0.308835    0.016428    5.319569    5.315993    0.000010    
2           0.044392    0.172862    0.070643    5.137376    4.857631    0.002008    
3           0.097017    0.169558    0.123417    4.678537    4.324188    0.004006    
4           0.132952    0.160773    0.145545    4.345141    4.013303    0.006004    
5           0.161783    0.195275    0.176958    4.104093    3.819597    0.008002    
6           0.191741    0.223866    0.206562    3.916666    3.664060    0.010000    
7           0.214942    0.223818    0.219290    3.720194    3.484463    0.009931    
8           0.247377    0.270031    0.258208    3.582952    3.318900    0.009863    
9           0.262935    0.271657    0.267225    3.457197    3.237705    0.009794    
10          0.268944    0.280380    0.274543    3.339402    3.176271    0.009725    
11          0.294824    0.292992    0.293905    3.250212    3.052945    0.009656    
12          0.307549    0.321072    0.314165    3.134307    2.956627    0.009588    
13          0.327905    0.354415    0.340645    3.061657    2.875887    0.009519    
14          0.331107    0.345494    0.338148    2.962129    2.836895    0.009450    
15          0.357872    0.376944    0.367161    2.891004    2.734194    0.009381    
16          0.368268    0.383156    0.375565    2.819515    2.680249    0.009312    
17          0.374477    0.396031    0.384952    2.752684    2.642901    0.009244    
18          0.391689    0.411340    0.401274    2.702410    2.566890    0.009175    
19          0.394302    0.404281    0.399229    2.636201    2.573276    0.009106    
20          0.397322    0.417556    0.407188    2.594481    2.528353    0.009038    
21          0.405542    0.420062    0.412674    2.555192    2.472790    0.008969    
22          0.405595    0.419212    0.412291    2.492894    2.481959    0.008900    
23          0.414527    0.425915    0.420144    2.457067    2.440958    0.008831    
24          0.413795    0.429043    0.421281    2.418121    2.437117    0.008762    
25          0.422912    0.439188    0.430897    2.384689    2.400129    0.008694    
26          0.423238    0.440434    0.431665    2.351063    2.389910    0.008625    
27          0.437262    0.451514    0.444274    2.311894    2.346899    0.008556    
28          0.433263    0.450248    0.441592    2.275607    2.357761    0.008488    
29          0.441547    0.465544    0.453228    2.242072    2.326534    0.008419    
30          0.444797    0.458650    0.451617    2.208605    2.310441    0.008350    
31          0.448309    0.464675    0.456345    2.174698    2.285179    0.008281    
32          0.443912    0.456436    0.450087    2.161301    2.294409    0.008212    
33          0.448492    0.464475    0.456343    2.131886    2.285332    0.008144    
34          0.456988    0.474223    0.465446    2.100290    2.267051    0.008075    
35          0.458517    0.467293    0.462863    2.077203    2.262279    0.008006    
36          0.455537    0.475806    0.465451    2.047187    2.252480    0.007938    
37          0.455598    0.472021    0.463664    2.024350    2.266198    0.007869    
38          0.461176    0.479041    0.469939    1.992577    2.257617    0.007800    
39          0.470761    0.481809    0.476221    1.975536    2.225230    0.007731    
40          0.457824    0.479805    0.468557    1.950110    2.262549    0.007663    
41          0.459961    0.478381    0.468990    1.930286    2.268908    0.007594    
42          0.460817    0.478524    0.469504    1.912062    2.252473    0.007525    
43          0.469434    0.482979    0.476110    1.882854    2.228445    0.007456    
44          0.468087    0.480265    0.474098    1.856914    2.216029    0.007388    
45          0.466832    0.476624    0.471677    1.848522    2.231846    0.007319    
46          0.467284    0.484987    0.475971    1.818235    2.244219    0.007250    
47          0.472068    0.483665    0.477796    1.795903    2.224104    0.007181    
48          0.470436    0.483025    0.476647    1.782122    2.238302    0.007112    
49          0.471701    0.482655    0.477115    1.764900    2.235429    0.007044    
50          0.466857    0.487210    0.476816    1.732169    2.253730    0.006975    
51          0.476049    0.489348    0.482607    1.721467    2.225674    0.006906    
52          0.477072    0.488915    0.482921    1.704984    2.210996    0.006838    
53          0.472136    0.486200    0.479065    1.685816    2.246967    0.006769    
54          0.474848    0.492471    0.483499    1.665350    2.244970    0.006700    
55          0.471502    0.489800    0.480477    1.644950    2.263120    0.006631    
56          0.473664    0.481618    0.477608    1.624777    2.249458    0.006562    
57          0.471181    0.483158    0.477094    1.608611    2.259527    0.006494    
58          0.472471    0.488801    0.480497    1.598841    2.269535    0.006425    
59          0.474853    0.489263    0.481950    1.589977    2.248974    0.006356    
60          0.476321    0.493384    0.484702    1.565272    2.270415    0.006288    
61          0.471674    0.485147    0.478315    1.549100    2.288083    0.006219    
62          0.471338    0.486772    0.478930    1.535615    2.286717    0.006150    
63          0.466573    0.474214    0.470363    1.514560    2.311488    0.006081    
64          0.473624    0.485912    0.479689    1.496006    2.275394    0.006013    
65          0.474477    0.488293    0.481286    1.476912    2.303993    0.005944    
66          0.478279    0.488615    0.483392    1.467086    2.274418    0.005875    
67          0.482645    0.491490    0.487027    1.452727    2.287133    0.005806    
68          0.477354    0.495178    0.486103    1.439831    2.288143    0.005737    
69          0.471214    0.483076    0.477071    1.421230    2.302331    0.005669    
70          0.468649    0.480971    0.474730    1.404407    2.323792    0.005600    
71          0.475913    0.487483    0.481629    1.391033    2.322772    0.005531    
72          0.475171    0.489317    0.482140    1.386832    2.322418    0.005463    
73          0.468622    0.483033    0.475718    1.361989    2.344505    0.005394    
74          0.471674    0.488647    0.480011    1.356504    2.346838    0.005325    
75          0.471884    0.481076    0.476435    1.338005    2.336604    0.005256    
76          0.476700    0.487159    0.481873    1.315850    2.340296    0.005188    
77          0.475978    0.490297    0.483032    1.307909    2.340942    0.005119    
78          0.472051    0.484891    0.478385    1.297926    2.377980    0.005050    
79          0.480249    0.493783    0.486922    1.279604    2.346564    0.004981    
80          0.475404    0.482602    0.478976    1.266485    2.385218    0.004913    
81          0.471128    0.487127    0.478994    1.249758    2.411379    0.004844    
82          0.475181    0.485501    0.480285    1.238305    2.392023    0.004775    
83          0.467578    0.482675    0.475006    1.224008    2.406678    0.004706    
84          0.467989    0.478528    0.473199    1.212539    2.413641    0.004638    
85          0.476712    0.485688    0.481158    1.200977    2.420877    0.004569    
86          0.471426    0.480530    0.475935    1.184225    2.404713    0.004500    
87          0.465432    0.479837    0.472525    1.179147    2.451279    0.004431    
88          0.468665    0.480819    0.474664    1.168718    2.441137    0.004363    
89          0.476345    0.489395    0.482782    1.153568    2.449333    0.004294    
90          0.477446    0.486505    0.481933    1.144640    2.435590    0.004225    
91          0.467840    0.479945    0.473815    1.131397    2.474952    0.004156    
92          0.470134    0.480910    0.475461    1.121484    2.472900    0.004088    
93          0.469357    0.478846    0.474054    1.105012    2.504037    0.004019    
94          0.470332    0.476753    0.473521    1.093273    2.476531    0.003950    
95          0.472965    0.480805    0.476853    1.084450    2.500355    0.003881    
96          0.472963    0.482871    0.477866    1.075121    2.458390    0.003813    
97          0.472302    0.480781    0.476504    1.065785    2.498165    0.003744    
