epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.005106    0.374814    0.010076    5.307785    5.302982    0.000010    
2           0.042102    0.187778    0.068783    5.132140    4.861178    0.002008    
3           0.083942    0.149817    0.107597    4.704432    4.367346    0.004006    
4           0.137011    0.175648    0.153942    4.351594    4.004083    0.006004    
5           0.165215    0.181719    0.173074    4.102968    3.822415    0.008002    
6           0.201603    0.212644    0.206976    3.918821    3.605482    0.010000    
7           0.209974    0.229238    0.219184    3.742292    3.521641    0.009931    
8           0.243488    0.250398    0.246894    3.575581    3.330370    0.009863    
9           0.267262    0.299252    0.282354    3.444066    3.210207    0.009794    
10          0.286089    0.298777    0.292295    3.326854    3.117156    0.009725    
11          0.291814    0.319097    0.304846    3.231657    3.060656    0.009656    
12          0.311260    0.329975    0.320344    3.137205    2.951250    0.009588    
13          0.336595    0.363028    0.349312    3.035849    2.819066    0.009519    
14          0.350903    0.358052    0.354442    2.951840    2.770761    0.009450    
15          0.362377    0.386288    0.373950    2.879880    2.683603    0.009381    
16          0.367696    0.388543    0.377832    2.808106    2.663483    0.009312    
17          0.374517    0.391964    0.383042    2.745562    2.663215    0.009244    
18          0.390291    0.414490    0.402027    2.700035    2.576432    0.009175    
19          0.398399    0.411988    0.405080    2.647260    2.538186    0.009106    
20          0.404428    0.433560    0.418488    2.589350    2.513269    0.009038    
21          0.402857    0.423180    0.412768    2.551642    2.517611    0.008969    
22          0.411191    0.442992    0.426499    2.492128    2.459141    0.008900    
23          0.424377    0.444054    0.433992    2.464179    2.423578    0.008831    
24          0.417839    0.449010    0.432864    2.419885    2.450988    0.008762    
25          0.431482    0.455181    0.443015    2.383144    2.379557    0.008694    
26          0.431971    0.447096    0.439404    2.348940    2.378428    0.008625    
27          0.436400    0.460327    0.448044    2.323258    2.378346    0.008556    
28          0.436600    0.450247    0.443318    2.284663    2.348017    0.008488    
29          0.442831    0.462299    0.452356    2.256901    2.339313    0.008419    
30          0.449833    0.466501    0.458015    2.215942    2.301088    0.008350    
31          0.449033    0.468604    0.458610    2.193884    2.305362    0.008281    
32          0.456967    0.476664    0.466608    2.167828    2.283457    0.008212    
33          0.454155    0.480104    0.466769    2.145456    2.297528    0.008144    
34          0.460490    0.480342    0.470207    2.115278    2.272101    0.008075    
35          0.457906    0.481100    0.469217    2.088456    2.292018    0.008006    
36          0.457764    0.483039    0.470062    2.056584    2.280542    0.007938    
37          0.466476    0.480335    0.473304    2.035082    2.250661    0.007869    
38          0.456132    0.479537    0.467542    2.014911    2.264287    0.007800    
39          0.463345    0.494530    0.478429    1.993673    2.238417    0.007731    
40          0.465994    0.479463    0.472633    1.959853    2.230547    0.007663    
41          0.469474    0.486014    0.477601    1.951258    2.244173    0.007594    
42          0.462200    0.487974    0.474737    1.921632    2.272483    0.007525    
43          0.469231    0.497889    0.483136    1.902943    2.246185    0.007456    
44          0.471864    0.488529    0.480052    1.881931    2.229707    0.007388    
45          0.476815    0.494197    0.485350    1.855300    2.209656    0.007319    
46          0.474953    0.488677    0.481717    1.844639    2.216864    0.007250    
47          0.476691    0.494312    0.485341    1.819960    2.212726    0.007181    
48          0.471067    0.482253    0.476595    1.802825    2.233030    0.007112    
49          0.478079    0.497527    0.487609    1.776746    2.221288    0.007044    
50          0.462539    0.480008    0.471112    1.768704    2.262678    0.006975    
51          0.475163    0.492209    0.483536    1.746804    2.226977    0.006906    
52          0.472937    0.491780    0.482175    1.728243    2.234104    0.006838    
53          0.476203    0.493393    0.484645    1.707759    2.237253    0.006769    
54          0.471323    0.488700    0.479854    1.690143    2.253824    0.006700    
55          0.467301    0.489840    0.478305    1.676146    2.265403    0.006631    
56          0.480230    0.497163    0.488550    1.645204    2.241249    0.006562    
57          0.480819    0.500600    0.490511    1.636013    2.232022    0.006494    
58          0.474526    0.496853    0.485433    1.620024    2.273842    0.006425    
59          0.477705    0.496727    0.487030    1.601410    2.260817    0.006356    
60          0.474323    0.490231    0.482146    1.588215    2.293200    0.006288    
61          0.479185    0.493172    0.486078    1.564178    2.275391    0.006219    
62          0.477238    0.493062    0.485021    1.557172    2.253783    0.006150    
63          0.473942    0.489527    0.481608    1.540327    2.292849    0.006081    
64          0.476995    0.488604    0.482730    1.524050    2.284468    0.006013    
65          0.473548    0.489416    0.481351    1.505744    2.287605    0.005944    
66          0.474816    0.490765    0.482659    1.490854    2.289961    0.005875    
67          0.470737    0.488975    0.479683    1.475052    2.274390    0.005806    
