epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.003330    0.343498    0.006597    5.312682    5.310860    0.000010    
2           0.050789    0.183262    0.079535    5.087458    4.802974    0.002008    
3           0.091508    0.152030    0.114249    4.691918    4.364579    0.004006    
4           0.117466    0.193632    0.146225    4.372773    4.116420    0.006004    
5           0.157328    0.178924    0.167432    4.164275    3.871096    0.008002    
6           0.185184    0.217011    0.199838    3.969092    3.669281    0.010000    
7           0.211496    0.234128    0.222237    3.762065    3.492430    0.009931    
8           0.230539    0.258722    0.243819    3.619095    3.414529    0.009863    
9           0.262021    0.291283    0.275878    3.473504    3.235970    0.009794    
10          0.283962    0.305569    0.294369    3.372519    3.128107    0.009725    
11          0.303838    0.313222    0.308458    3.265969    3.000088    0.009656    
12          0.315913    0.337697    0.326442    3.166635    2.946641    0.009588    
13          0.334836    0.351649    0.343037    3.073849    2.862987    0.009519    
14          0.337352    0.356180    0.346510    2.987890    2.828607    0.009450    
15          0.358207    0.376529    0.367140    2.915224    2.708536    0.009381    
16          0.376821    0.390625    0.383599    2.846609    2.662335    0.009312    
17          0.377955    0.400676    0.388984    2.781348    2.642344    0.009244    
18          0.383828    0.399974    0.391735    2.728660    2.601190    0.009175    
19          0.400312    0.427950    0.413670    2.680086    2.526945    0.009106    
20          0.403770    0.427833    0.415453    2.628149    2.522208    0.009038    
21          0.409744    0.438193    0.423491    2.588101    2.490717    0.008969    
22          0.407560    0.429974    0.418467    2.541872    2.505013    0.008900    
23          0.417997    0.440093    0.428760    2.503925    2.440442    0.008831    
24          0.427127    0.449548    0.438051    2.467540    2.410693    0.008762    
25          0.424639    0.455634    0.439591    2.428457    2.425076    0.008694    
26          0.435440    0.462605    0.448612    2.396927    2.392314    0.008625    
27          0.436119    0.455566    0.445630    2.367871    2.383721    0.008556    
28          0.432730    0.460094    0.445993    2.325350    2.382357    0.008488    
29          0.437210    0.463411    0.449930    2.304057    2.354403    0.008419    
30          0.447185    0.465419    0.456120    2.277119    2.338645    0.008350    
31          0.448314    0.476712    0.462077    2.248056    2.326561    0.008281    
32          0.442983    0.471981    0.457023    2.228227    2.332628    0.008212    
33          0.449466    0.473060    0.460961    2.195243    2.305752    0.008144    
34          0.452443    0.477377    0.464576    2.171302    2.322195    0.008075    
35          0.460094    0.482826    0.471186    2.146013    2.262696    0.008006    
36          0.462015    0.488320    0.474803    2.122093    2.258166    0.007938    
37          0.460987    0.481784    0.471156    2.107215    2.289866    0.007869    
38          0.468599    0.489625    0.478881    2.078537    2.244263    0.007800    
39          0.468475    0.482209    0.475243    2.056800    2.234842    0.007731    
40          0.468922    0.489778    0.479123    2.039164    2.240533    0.007663    
41          0.463258    0.480273    0.471612    2.018360    2.242397    0.007594    
42          0.475218    0.490206    0.482596    1.996578    2.221121    0.007525    
43          0.470443    0.492610    0.481271    1.974012    2.235422    0.007456    
44          0.476313    0.494038    0.485014    1.952214    2.218354    0.007388    
45          0.471456    0.495976    0.483405    1.938638    2.233838    0.007319    
46          0.476749    0.498987    0.487614    1.923728    2.219630    0.007250    
47          0.473263    0.491840    0.482373    1.912053    2.222399    0.007181    
48          0.471284    0.493520    0.482145    1.883689    2.225062    0.007112    
49          0.468505    0.491363    0.479662    1.870252    2.248208    0.007044    
50          0.475553    0.496555    0.485827    1.862788    2.229131    0.006975    
51          0.479605    0.497551    0.488413    1.836078    2.198843    0.006906    
52          0.481154    0.497904    0.489386    1.823029    2.229982    0.006838    
53          0.475847    0.492619    0.484088    1.811365    2.230504    0.006769    
54          0.478217    0.490427    0.484245    1.796664    2.223754    0.006700    
