epoch       recall      precision   f1_score    train_loss  val_loss    lr          
1           0.005106    0.374814    0.010076    5.307785    5.302982    0.000010    
2           0.042346    0.195296    0.069601    5.132126    4.860761    0.002008    
3           0.084946    0.153072    0.109260    4.706355    4.381599    0.004006    
4           0.130473    0.172450    0.148553    4.345669    4.038598    0.006004    
5           0.166537    0.200295    0.181863    4.106959    3.797831    0.008002    
6           0.199225    0.218706    0.208512    3.922318    3.589168    0.010000    
7           0.223477    0.248233    0.235205    3.726771    3.453320    0.009931    
8           0.243136    0.262535    0.252463    3.585111    3.345668    0.009863    
9           0.271260    0.298381    0.284175    3.441113    3.203394    0.009794    
10          0.281458    0.309504    0.294815    3.321206    3.135892    0.009725    
11          0.297977    0.328575    0.312529    3.223918    3.042084    0.009656    
12          0.321147    0.327625    0.324354    3.131353    2.937731    0.009588    
13          0.336930    0.357402    0.346864    3.037793    2.821906    0.009519    
14          0.346608    0.359504    0.352938    2.952860    2.789306    0.009450    
15          0.363180    0.379267    0.371049    2.885217    2.699723    0.009381    
16          0.371135    0.406245    0.387897    2.817896    2.657583    0.009312    
17          0.388733    0.402593    0.395542    2.747847    2.588807    0.009244    
18          0.390815    0.412844    0.401528    2.693646    2.571541    0.009175    
19          0.404037    0.423979    0.413768    2.642637    2.532014    0.009106    
20          0.403420    0.431301    0.416895    2.592060    2.513347    0.009038    
21          0.408085    0.426556    0.417116    2.549545    2.490788    0.008969    
22          0.408038    0.431328    0.419360    2.498718    2.480282    0.008900    
23          0.414854    0.437275    0.425770    2.476933    2.455183    0.008831    
24          0.419690    0.438811    0.429038    2.423763    2.415817    0.008762    
25          0.425625    0.457357    0.440921    2.384251    2.407006    0.008694    
26          0.428493    0.453486    0.440635    2.354291    2.394689    0.008625    
27          0.438635    0.463170    0.450568    2.326420    2.353670    0.008556    
28          0.441322    0.457731    0.449377    2.286169    2.338808    0.008488    
29          0.433671    0.462195    0.447479    2.266165    2.372816    0.008419    
30          0.442024    0.473886    0.457401    2.236309    2.327125    0.008350    
31          0.445639    0.468139    0.456612    2.200424    2.314527    0.008281    
32          0.445506    0.469635    0.457252    2.175700    2.287977    0.008212    
33          0.443703    0.469592    0.456280    2.138441    2.318667    0.008144    
34          0.452675    0.476084    0.464085    2.122767    2.302917    0.008075    
35          0.464125    0.482991    0.473370    2.092088    2.258583    0.008006    
36          0.461333    0.481683    0.471289    2.066431    2.249018    0.007938    
37          0.464984    0.485979    0.475250    2.043400    2.244128    0.007869    
38          0.465077    0.491196    0.477780    2.017140    2.254723    0.007800    
39          0.466684    0.494034    0.479970    1.998223    2.244514    0.007731    
40          0.467327    0.484869    0.475936    1.975083    2.242122    0.007663    
41          0.473226    0.492905    0.482865    1.946981    2.216086    0.007594    
42          0.455393    0.475751    0.465350    1.931586    2.278723    0.007525    
43          0.467951    0.486860    0.477218    1.909426    2.240909    0.007456    
44          0.472249    0.490792    0.481342    1.891500    2.237297    0.007388    
45          0.469026    0.489712    0.479146    1.868100    2.234619    0.007319    
46          0.476185    0.487719    0.481883    1.850655    2.210403    0.007250    
47          0.474769    0.498304    0.486252    1.825849    2.219860    0.007181    
48          0.466651    0.482410    0.474399    1.806817    2.247530    0.007112    
49          0.476160    0.498212    0.486936    1.788645    2.239049    0.007044    
50          0.477988    0.495379    0.486528    1.768585    2.245632    0.006975    
51          0.478360    0.497110    0.487555    1.749824    2.233128    0.006906    
52          0.469224    0.490634    0.479691    1.739739    2.251864    0.006838    
53          0.480418    0.501340    0.490656    1.722516    2.235061    0.006769    
54          0.473934    0.491621    0.482616    1.699521    2.241222    0.006700    
55          0.474055    0.495032    0.484316    1.677926    2.257260    0.006631    
56          0.477827    0.492871    0.485233    1.657615    2.236436    0.006562    
57          0.472824    0.491954    0.482199    1.650300    2.260471    0.006494    
58          0.475469    0.496844    0.485921    1.630891    2.250153    0.006425    
59          0.471523    0.493703    0.482358    1.613086    2.258753    0.006356    
60          0.470629    0.487964    0.479140    1.599939    2.277909    0.006288    
61          0.472015    0.486850    0.479317    1.575333    2.289950    0.006219    
62          0.479590    0.494556    0.486958    1.558514    2.267967    0.006150    
